Question	TI-ABS-KW	Id respondent	SDG	I don't know	Irrelevant	OK, relevant
Q16488	Barriers and (im)mobility in Rio de Janeiro In Rio de Janeiro, immobility or the share of people with no journeys on any given day is very high (46%). Immobility has a marked geographical dimension in what is a segregated city. But income has only limited explanatory power. The population structure, with high proportions of people who are not in the labour force and who are unemployed, accounts for the high levels of immobility in the poor districts. Although population structure effects prevail, spatial factors such as the severance effect also account for differences between districts. Indeed, Rio de Janeiro features many different types of barriers that affect immobility in several districts and for several population groups. These barriers may be physical or symbolic and perceptive. This study proposes therefore to identify the scope of those barriers as they affect immobility. Our findings from the latest household travel survey available for the metropolitan area of Rio de Janeiro (2003) illustrate the effects of the two types of barrier, physical or symbolic and perceptive, on immobility that more specifically mark out certain categories of individuals such as housewives, the elderly, the unemployed or poor workers. Conversely, the wealthier active population seems to be little affected by the two types of barriers under study. Lastly, our results show that social fragmentation does not lead to greater immobility of favela populations in the heart of rich districts, but on the contrary to increased mobility, especially for the working age population in employment or looking for employment. 2015, Urban Studies Journal Limited 2015. barriers; Brazil; built environment; immobility; mobility; severance effect; transport age structure; household survey; labor mobility; metropolitan area; migratory behavior; population structure; unemployment; wage; Brazil; Rio de Janeiro [Brazil]  	L-77	SDG8	null	null	1
Q16488	Barriers and (im)mobility in Rio de Janeiro In Rio de Janeiro, immobility or the share of people with no journeys on any given day is very high (46%). Immobility has a marked geographical dimension in what is a segregated city. But income has only limited explanatory power. The population structure, with high proportions of people who are not in the labour force and who are unemployed, accounts for the high levels of immobility in the poor districts. Although population structure effects prevail, spatial factors such as the severance effect also account for differences between districts. Indeed, Rio de Janeiro features many different types of barriers that affect immobility in several districts and for several population groups. These barriers may be physical or symbolic and perceptive. This study proposes therefore to identify the scope of those barriers as they affect immobility. Our findings from the latest household travel survey available for the metropolitan area of Rio de Janeiro (2003) illustrate the effects of the two types of barrier, physical or symbolic and perceptive, on immobility that more specifically mark out certain categories of individuals such as housewives, the elderly, the unemployed or poor workers. Conversely, the wealthier active population seems to be little affected by the two types of barriers under study. Lastly, our results show that social fragmentation does not lead to greater immobility of favela populations in the heart of rich districts, but on the contrary to increased mobility, especially for the working age population in employment or looking for employment. 2015, Urban Studies Journal Limited 2015. barriers; Brazil; built environment; immobility; mobility; severance effect; transport age structure; household survey; labor mobility; metropolitan area; migratory behavior; population structure; unemployment; wage; Brazil; Rio de Janeiro [Brazil]  	L-89	SDG8	null	null	1
Q17736	Aligning domestic policies with international coordination in a post-Paris global climate regime: A case for China The Paris COP-21 reached a climate agreement on 2-degree global emissions stabilisation target. However, the likelihood of successfully implementing a legally binding global climate treaty will depend to a large degree on the macroeconomic impacts of different policy options on developing and emerging economies. It is thus crucial to evaluate the transition costs of implementing different climate policy architectures under socioeconomic and technological uncertainties from a multiregional perspective. Here we use a hybrid computable general equilibrium model, in which sub-optimalities, infrastructural inertia and technological uncertainties are explicitly introduced, to quantify the trajectories of variation in transitions costs under a range of climate policy scenarios in both Annex I and developing nations. The policy architectures are based around the implementation of the ‘streamlined Paris Pledges’ (SPP) in developing countries with a particular focus on China and India. Our results indicate that the distributional effects should be taken into account by policymakers through extension of SPP to 2050 as global climate policies may have asymmetrical economic impacts between Annex I and developing countries. A first-best policy of global cap-and-trade scheme alone could be welfare-deteriorating for some parties, reflected by a significant reduction in macroeconomic growth rate over the course of the next decades. Modelling results also suggest that articulating both global and national policies in a multiregional climate deal can provide a palatable solution for countries like China as this would allow for significant reduction in the economic losses associated with a unique-carbon-price global climate policy. This hybrid approach is also aligned with specific development priorities in developing and emerging countries by providing flexibility to their domestic policy framework, which expects to facilitate the transition to low carbon growth trajectory by encouraging intersectoral coordination. Last, procrastination of technical change and delayed structural reform for decarbonising economy would entail significantly higher transition costs for developing countries in case of stringent climate policy due to the economic competitiveness forgone as a result of exorbitant carbon prices in the longer term. Relevant policy options and research perspectives are discussed accordingly. 2017 Elsevier Inc. China; Global climate policy; International and domestic coordination; National complementary policies; Paris Agreement; Second-best modelling Climate change; Costs; Developing countries; Economics; Losses; China; Climate policy scenarios; Computable general equilibrium model; Economic competitiveness; Global climates; International and domestic coordination; International coordination; Technological uncertainty; Climate models; developing world; emission control; emissions trading; environmental economics; environmental policy; global climate; international agreement; macroeconomics; policy analysis; policy approach; policy implementation; targeting; China  	L-10	SDG13	null	null	1
Q17736	Aligning domestic policies with international coordination in a post-Paris global climate regime: A case for China The Paris COP-21 reached a climate agreement on 2-degree global emissions stabilisation target. However, the likelihood of successfully implementing a legally binding global climate treaty will depend to a large degree on the macroeconomic impacts of different policy options on developing and emerging economies. It is thus crucial to evaluate the transition costs of implementing different climate policy architectures under socioeconomic and technological uncertainties from a multiregional perspective. Here we use a hybrid computable general equilibrium model, in which sub-optimalities, infrastructural inertia and technological uncertainties are explicitly introduced, to quantify the trajectories of variation in transitions costs under a range of climate policy scenarios in both Annex I and developing nations. The policy architectures are based around the implementation of the ‘streamlined Paris Pledges’ (SPP) in developing countries with a particular focus on China and India. Our results indicate that the distributional effects should be taken into account by policymakers through extension of SPP to 2050 as global climate policies may have asymmetrical economic impacts between Annex I and developing countries. A first-best policy of global cap-and-trade scheme alone could be welfare-deteriorating for some parties, reflected by a significant reduction in macroeconomic growth rate over the course of the next decades. Modelling results also suggest that articulating both global and national policies in a multiregional climate deal can provide a palatable solution for countries like China as this would allow for significant reduction in the economic losses associated with a unique-carbon-price global climate policy. This hybrid approach is also aligned with specific development priorities in developing and emerging countries by providing flexibility to their domestic policy framework, which expects to facilitate the transition to low carbon growth trajectory by encouraging intersectoral coordination. Last, procrastination of technical change and delayed structural reform for decarbonising economy would entail significantly higher transition costs for developing countries in case of stringent climate policy due to the economic competitiveness forgone as a result of exorbitant carbon prices in the longer term. Relevant policy options and research perspectives are discussed accordingly. 2017 Elsevier Inc. China; Global climate policy; International and domestic coordination; National complementary policies; Paris Agreement; Second-best modelling Climate change; Costs; Developing countries; Economics; Losses; China; Climate policy scenarios; Computable general equilibrium model; Economic competitiveness; Global climates; International and domestic coordination; International coordination; Technological uncertainty; Climate models; developing world; emission control; emissions trading; environmental economics; environmental policy; global climate; international agreement; macroeconomics; policy analysis; policy approach; policy implementation; targeting; China  	L-72	SDG13	null	null	1
Q17736	Aligning domestic policies with international coordination in a post-Paris global climate regime: A case for China The Paris COP-21 reached a climate agreement on 2-degree global emissions stabilisation target. However, the likelihood of successfully implementing a legally binding global climate treaty will depend to a large degree on the macroeconomic impacts of different policy options on developing and emerging economies. It is thus crucial to evaluate the transition costs of implementing different climate policy architectures under socioeconomic and technological uncertainties from a multiregional perspective. Here we use a hybrid computable general equilibrium model, in which sub-optimalities, infrastructural inertia and technological uncertainties are explicitly introduced, to quantify the trajectories of variation in transitions costs under a range of climate policy scenarios in both Annex I and developing nations. The policy architectures are based around the implementation of the ‘streamlined Paris Pledges’ (SPP) in developing countries with a particular focus on China and India. Our results indicate that the distributional effects should be taken into account by policymakers through extension of SPP to 2050 as global climate policies may have asymmetrical economic impacts between Annex I and developing countries. A first-best policy of global cap-and-trade scheme alone could be welfare-deteriorating for some parties, reflected by a significant reduction in macroeconomic growth rate over the course of the next decades. Modelling results also suggest that articulating both global and national policies in a multiregional climate deal can provide a palatable solution for countries like China as this would allow for significant reduction in the economic losses associated with a unique-carbon-price global climate policy. This hybrid approach is also aligned with specific development priorities in developing and emerging countries by providing flexibility to their domestic policy framework, which expects to facilitate the transition to low carbon growth trajectory by encouraging intersectoral coordination. Last, procrastination of technical change and delayed structural reform for decarbonising economy would entail significantly higher transition costs for developing countries in case of stringent climate policy due to the economic competitiveness forgone as a result of exorbitant carbon prices in the longer term. Relevant policy options and research perspectives are discussed accordingly. 2017 Elsevier Inc. China; Global climate policy; International and domestic coordination; National complementary policies; Paris Agreement; Second-best modelling Climate change; Costs; Developing countries; Economics; Losses; China; Climate policy scenarios; Computable general equilibrium model; Economic competitiveness; Global climates; International and domestic coordination; International coordination; Technological uncertainty; Climate models; developing world; emission control; emissions trading; environmental economics; environmental policy; global climate; international agreement; macroeconomics; policy analysis; policy approach; policy implementation; targeting; China  	L-96	SDG13	null	null	1
Q011149	Financing the Consumption of the Young and Old in France A better understanding of the resource allocation across ages is fundamental to put in place welfare reforms in the context of population ageing. In times of major demographic change, the redistribution of resources between age groups and the funding of the economically inactive aged remains a recurring topic of public debate and a major public policy concern in OECD countries. Governments search for a policy mix that will improve thequality of life of the elderly, while at the same time investing in the future of the young and reducing the fiscal burden on the working population. Life expectancy and education requirements are increasing while budget constraints are tightening. This potentially creates tension in the allocation of resources between age groups (Preston 1984; Lee and Mason 2011a). By applying the methodology of National Transfer Accounts (NTA), this article analyzes for France (1) how the funding of consumption (publicand private) is secured at each age; (2) how the funding of consumption has changed over recent decades; and (3) how the consumption is financed compared to that of other countries (China, Germany, Japan, Sweden,United Kingdom, and United States). We consider three sources for financingconsumption: the State (net transfers and in-kind services), individuals themselves (income and assets), and families (inter vivos transfers, excluding bequests, following the NTA methodology) (United Nations 2013b). consumption behavior; elderly population; financial provision; welfare provision; young population; France  	L-10	SDG10	null	null	1
Q011149	Financing the Consumption of the Young and Old in France A better understanding of the resource allocation across ages is fundamental to put in place welfare reforms in the context of population ageing. In times of major demographic change, the redistribution of resources between age groups and the funding of the economically inactive aged remains a recurring topic of public debate and a major public policy concern in OECD countries. Governments search for a policy mix that will improve thequality of life of the elderly, while at the same time investing in the future of the young and reducing the fiscal burden on the working population. Life expectancy and education requirements are increasing while budget constraints are tightening. This potentially creates tension in the allocation of resources between age groups (Preston 1984; Lee and Mason 2011a). By applying the methodology of National Transfer Accounts (NTA), this article analyzes for France (1) how the funding of consumption (publicand private) is secured at each age; (2) how the funding of consumption has changed over recent decades; and (3) how the consumption is financed compared to that of other countries (China, Germany, Japan, Sweden,United Kingdom, and United States). We consider three sources for financingconsumption: the State (net transfers and in-kind services), individuals themselves (income and assets), and families (inter vivos transfers, excluding bequests, following the NTA methodology) (United Nations 2013b). consumption behavior; elderly population; financial provision; welfare provision; young population; France  	L-65	SDG10	null	null	1
Q011149	Financing the Consumption of the Young and Old in France A better understanding of the resource allocation across ages is fundamental to put in place welfare reforms in the context of population ageing. In times of major demographic change, the redistribution of resources between age groups and the funding of the economically inactive aged remains a recurring topic of public debate and a major public policy concern in OECD countries. Governments search for a policy mix that will improve thequality of life of the elderly, while at the same time investing in the future of the young and reducing the fiscal burden on the working population. Life expectancy and education requirements are increasing while budget constraints are tightening. This potentially creates tension in the allocation of resources between age groups (Preston 1984; Lee and Mason 2011a). By applying the methodology of National Transfer Accounts (NTA), this article analyzes for France (1) how the funding of consumption (publicand private) is secured at each age; (2) how the funding of consumption has changed over recent decades; and (3) how the consumption is financed compared to that of other countries (China, Germany, Japan, Sweden,United Kingdom, and United States). We consider three sources for financingconsumption: the State (net transfers and in-kind services), individuals themselves (income and assets), and families (inter vivos transfers, excluding bequests, following the NTA methodology) (United Nations 2013b). consumption behavior; elderly population; financial provision; welfare provision; young population; France  	L-80	SDG10	null	null	1
Q113304	Long-Term Impacts of Conditional Cash Transfers: Review of the Evidence Conditional Cash Transfer (CCT) programs, started in the late 1990s in Latin America, have become the antipoverty program of choice in many developing countries in the region and beyond. This paper reviews the literature on their long-term impacts on human capital and related outcomes observed after children have reached a later stage of their life cycle, focusing on two life-cycle transitions. The first includes children exposed to CCTs in utero or during early childhood who have reached school ages. The second includes children exposed to CCTs during school ages who have reached young adulthood. Most studies find positive long-term effects on schooling, but fewer find positive impacts on cognitive skills, learning, or socio-emotional skills. Impacts on employment and earnings are mixed, possibly because former beneficiaries were often still too young. A number of studies find estimates that are not statistically different from zero, but for which it is often not possible to be confident that this is due to an actual lack of impact rather than to the methodological challenges facing all long-term evaluations. Developing further opportunities for analyses with rigorous identification strategies for the measurement of long-term impacts should be high on the research agenda. As original beneficiaries age, this should also be increasingly possible, and indeed important before concluding whether or not CCTs lead to sustainable poverty reduction. The Author(s) 2019. Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development / THE WORLD BANK. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence (http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits noncommercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. Conditional Cash Transfers (CCTs); Long-term impacts; PROGRESA developing world; employment; human capital; poverty alleviation; research; skilled labor; social impact; social policy; Latin America  	L-10	SDG8	null	null	1
Q113304	Long-Term Impacts of Conditional Cash Transfers: Review of the Evidence Conditional Cash Transfer (CCT) programs, started in the late 1990s in Latin America, have become the antipoverty program of choice in many developing countries in the region and beyond. This paper reviews the literature on their long-term impacts on human capital and related outcomes observed after children have reached a later stage of their life cycle, focusing on two life-cycle transitions. The first includes children exposed to CCTs in utero or during early childhood who have reached school ages. The second includes children exposed to CCTs during school ages who have reached young adulthood. Most studies find positive long-term effects on schooling, but fewer find positive impacts on cognitive skills, learning, or socio-emotional skills. Impacts on employment and earnings are mixed, possibly because former beneficiaries were often still too young. A number of studies find estimates that are not statistically different from zero, but for which it is often not possible to be confident that this is due to an actual lack of impact rather than to the methodological challenges facing all long-term evaluations. Developing further opportunities for analyses with rigorous identification strategies for the measurement of long-term impacts should be high on the research agenda. As original beneficiaries age, this should also be increasingly possible, and indeed important before concluding whether or not CCTs lead to sustainable poverty reduction. The Author(s) 2019. Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development / THE WORLD BANK. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence (http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits noncommercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. Conditional Cash Transfers (CCTs); Long-term impacts; PROGRESA developing world; employment; human capital; poverty alleviation; research; skilled labor; social impact; social policy; Latin America  	L-65	SDG8	null	null	1
Q113304	Long-Term Impacts of Conditional Cash Transfers: Review of the Evidence Conditional Cash Transfer (CCT) programs, started in the late 1990s in Latin America, have become the antipoverty program of choice in many developing countries in the region and beyond. This paper reviews the literature on their long-term impacts on human capital and related outcomes observed after children have reached a later stage of their life cycle, focusing on two life-cycle transitions. The first includes children exposed to CCTs in utero or during early childhood who have reached school ages. The second includes children exposed to CCTs during school ages who have reached young adulthood. Most studies find positive long-term effects on schooling, but fewer find positive impacts on cognitive skills, learning, or socio-emotional skills. Impacts on employment and earnings are mixed, possibly because former beneficiaries were often still too young. A number of studies find estimates that are not statistically different from zero, but for which it is often not possible to be confident that this is due to an actual lack of impact rather than to the methodological challenges facing all long-term evaluations. Developing further opportunities for analyses with rigorous identification strategies for the measurement of long-term impacts should be high on the research agenda. As original beneficiaries age, this should also be increasingly possible, and indeed important before concluding whether or not CCTs lead to sustainable poverty reduction. The Author(s) 2019. Published by Oxford University Press on behalf of the International Bank for Reconstruction and Development / THE WORLD BANK. This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence (http://creativecommons.org/licenses/by-nc-nd/4.0/), which permits noncommercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. Conditional Cash Transfers (CCTs); Long-term impacts; PROGRESA developing world; employment; human capital; poverty alleviation; research; skilled labor; social impact; social policy; Latin America  	L-96	SDG8	null	null	1
Q123193	Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct? Financial Literacy is a specific component of human capital which allows individual to deal with fundamental financial issues so as to take adequate financial decisions. After presenting the theoretical foundations of this notion, establishing its definition and reviewing the empirical literature, this paper presents recent studies about the link between financial literacy and financial decisions of the population in France using an original survey. The results suggest that financial literacy varies across the population. It is correlated with education but also with gender, age and political affiliation. This last point could reflect differences in opinion regarding the role of welfare state and individual responsibility. Finally, the link between financial literacy and some financial behaviors (the propensity to formulate a specific financial plan in the long run on the one hand and the propensity to own stocks on the other hand) is evaluated: in both cases positive correlations with financial literacy variables are found. We conclude with a reflection on the relative status of financial education to explain the investments of households and judge the effectiveness of training programs in the economic culture. 2018 Association for Comparative Economic Studies. Financial literacy; Propensity to plan; Saving; Stock participation puzzle; Wealth  	L-37	SDG1	null	null	1
Q123193	Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct? Financial Literacy is a specific component of human capital which allows individual to deal with fundamental financial issues so as to take adequate financial decisions. After presenting the theoretical foundations of this notion, establishing its definition and reviewing the empirical literature, this paper presents recent studies about the link between financial literacy and financial decisions of the population in France using an original survey. The results suggest that financial literacy varies across the population. It is correlated with education but also with gender, age and political affiliation. This last point could reflect differences in opinion regarding the role of welfare state and individual responsibility. Finally, the link between financial literacy and some financial behaviors (the propensity to formulate a specific financial plan in the long run on the one hand and the propensity to own stocks on the other hand) is evaluated: in both cases positive correlations with financial literacy variables are found. We conclude with a reflection on the relative status of financial education to explain the investments of households and judge the effectiveness of training programs in the economic culture. 2018 Association for Comparative Economic Studies. Financial literacy; Propensity to plan; Saving; Stock participation puzzle; Wealth  	L-52	SDG1	null	null	1
Q123193	Financial Literacy and Asset Behaviour: Poor Education and Zero for Conduct? Financial Literacy is a specific component of human capital which allows individual to deal with fundamental financial issues so as to take adequate financial decisions. After presenting the theoretical foundations of this notion, establishing its definition and reviewing the empirical literature, this paper presents recent studies about the link between financial literacy and financial decisions of the population in France using an original survey. The results suggest that financial literacy varies across the population. It is correlated with education but also with gender, age and political affiliation. This last point could reflect differences in opinion regarding the role of welfare state and individual responsibility. Finally, the link between financial literacy and some financial behaviors (the propensity to formulate a specific financial plan in the long run on the one hand and the propensity to own stocks on the other hand) is evaluated: in both cases positive correlations with financial literacy variables are found. We conclude with a reflection on the relative status of financial education to explain the investments of households and judge the effectiveness of training programs in the economic culture. 2018 Association for Comparative Economic Studies. Financial literacy; Propensity to plan; Saving; Stock participation puzzle; Wealth  	L-63	SDG1	null	null	1
Q142459	Projected change in characteristics of near surface temperature inversions for southeast Australia Air pollution has significant impacts on human health. Temperature inversions, especially near surface temperature inversions, can amplify air pollution by preventing convective movements and trapping pollutants close to the ground, thus decreasing air quality and increasing health issues. This effect of temperature inversions implies that trends in their frequency, strength and duration can have important implications for air quality. In this study, we evaluate the ability of three reanalysis-driven high-resolution regional climate model (RCM) simulations to represent near surface inversions at 9 sounding sites in southeast Australia. Then we use outputs of 12 historical and future RCM simulations (each with three time periods: 1990–2009, 2020–2039, and 2060–2079) from the NSW/ACT (New South Wales/Australian Capital Territory) Regional Climate Modelling (NARCliM) project to investigate changes in near surface temperature inversions. The results show that there is a substantial increase in the strength of near surface temperature inversions over southeast Australia which suggests that future inversions may intensify poor air quality events. Near surface inversions and their future changes have clear seasonal and diurnal variations. The largest differences between simulations are associated with the driving GCMs, suggesting that the large-scale circulation plays a dominant role in near surface inversion strengths. 2018, Springer-Verlag GmbH Germany, part of Springer Nature. Ensemble mean; NARCliM; Near surface inversion; Temperature inversion air quality; atmospheric pollution; climate modeling; ensemble forecasting; regional climate; surface temperature; temperature effect; temperature inversion; Australia  	L-47	SDG13	null	null	1
Q142459	Projected change in characteristics of near surface temperature inversions for southeast Australia Air pollution has significant impacts on human health. Temperature inversions, especially near surface temperature inversions, can amplify air pollution by preventing convective movements and trapping pollutants close to the ground, thus decreasing air quality and increasing health issues. This effect of temperature inversions implies that trends in their frequency, strength and duration can have important implications for air quality. In this study, we evaluate the ability of three reanalysis-driven high-resolution regional climate model (RCM) simulations to represent near surface inversions at 9 sounding sites in southeast Australia. Then we use outputs of 12 historical and future RCM simulations (each with three time periods: 1990–2009, 2020–2039, and 2060–2079) from the NSW/ACT (New South Wales/Australian Capital Territory) Regional Climate Modelling (NARCliM) project to investigate changes in near surface temperature inversions. The results show that there is a substantial increase in the strength of near surface temperature inversions over southeast Australia which suggests that future inversions may intensify poor air quality events. Near surface inversions and their future changes have clear seasonal and diurnal variations. The largest differences between simulations are associated with the driving GCMs, suggesting that the large-scale circulation plays a dominant role in near surface inversion strengths. 2018, Springer-Verlag GmbH Germany, part of Springer Nature. Ensemble mean; NARCliM; Near surface inversion; Temperature inversion air quality; atmospheric pollution; climate modeling; ensemble forecasting; regional climate; surface temperature; temperature effect; temperature inversion; Australia  	L-78	SDG13	null	null	1
Q142459	Projected change in characteristics of near surface temperature inversions for southeast Australia Air pollution has significant impacts on human health. Temperature inversions, especially near surface temperature inversions, can amplify air pollution by preventing convective movements and trapping pollutants close to the ground, thus decreasing air quality and increasing health issues. This effect of temperature inversions implies that trends in their frequency, strength and duration can have important implications for air quality. In this study, we evaluate the ability of three reanalysis-driven high-resolution regional climate model (RCM) simulations to represent near surface inversions at 9 sounding sites in southeast Australia. Then we use outputs of 12 historical and future RCM simulations (each with three time periods: 1990–2009, 2020–2039, and 2060–2079) from the NSW/ACT (New South Wales/Australian Capital Territory) Regional Climate Modelling (NARCliM) project to investigate changes in near surface temperature inversions. The results show that there is a substantial increase in the strength of near surface temperature inversions over southeast Australia which suggests that future inversions may intensify poor air quality events. Near surface inversions and their future changes have clear seasonal and diurnal variations. The largest differences between simulations are associated with the driving GCMs, suggesting that the large-scale circulation plays a dominant role in near surface inversion strengths. 2018, Springer-Verlag GmbH Germany, part of Springer Nature. Ensemble mean; NARCliM; Near surface inversion; Temperature inversion air quality; atmospheric pollution; climate modeling; ensemble forecasting; regional climate; surface temperature; temperature effect; temperature inversion; Australia  	L-86	SDG13	null	null	1
Q142577	Future evolution of Marine Heatwaves in the Mediterranean Sea Extreme ocean warming events, known as marine heatwaves (MHWs), have been observed to perturb significantly marine ecosystems and fisheries around the world. Here, we propose a detection method for long-lasting and large-scale summer MHWs, using a local, climatological 99th percentile threshold, based on present-climate (1976–2005) daily SST. To assess their future evolution in the Mediterranean Sea we use, for the first time, a dedicated ensemble of fully-coupled Regional Climate System Models from the Med-CORDEX initiative and a multi-scenario approach. The models appear to simulate well MHW properties during historical period, despite biases in mean and extreme SST. In response to increasing greenhouse gas forcing, the events become stronger and more intense under RCP4.5 and RCP8.5 than RCP2.6. By 2100 and under RCP8.5, simulations project at least one long-lasting MHW every year, up to three months longer, about 4 times more intense and 42 times more severe than present-day events. They are expected to occur from June-October and to affect at peak the entire basin. Their evolution is found to occur mainly due to an increase in the mean SST, but increased daily SST variability also plays a noticeable role. Until the mid-21st century, MHW characteristics rise independently of the choice of the emission scenario, the influence of which becomes more evident by the end of the period. Further analysis reveals different climate change responses in certain configurations, more likely linked to their driving global climate model rather than to the individual model biases. 2019, The Author(s). Climate change; Climate simulations; Coupled regional climate models; Extreme ocean temperatures; Future scenario; Marine Heatwaves; Med-CORDEX; Mediterranean Sea climate change; climate forcing; climate modeling; computer simulation; future prospect; greenhouse gas; heat wave; marine atmosphere; numerical model; regional climate; Mediterranean Sea  	L-15	SDG14	null	null	1
Q142577	Future evolution of Marine Heatwaves in the Mediterranean Sea Extreme ocean warming events, known as marine heatwaves (MHWs), have been observed to perturb significantly marine ecosystems and fisheries around the world. Here, we propose a detection method for long-lasting and large-scale summer MHWs, using a local, climatological 99th percentile threshold, based on present-climate (1976–2005) daily SST. To assess their future evolution in the Mediterranean Sea we use, for the first time, a dedicated ensemble of fully-coupled Regional Climate System Models from the Med-CORDEX initiative and a multi-scenario approach. The models appear to simulate well MHW properties during historical period, despite biases in mean and extreme SST. In response to increasing greenhouse gas forcing, the events become stronger and more intense under RCP4.5 and RCP8.5 than RCP2.6. By 2100 and under RCP8.5, simulations project at least one long-lasting MHW every year, up to three months longer, about 4 times more intense and 42 times more severe than present-day events. They are expected to occur from June-October and to affect at peak the entire basin. Their evolution is found to occur mainly due to an increase in the mean SST, but increased daily SST variability also plays a noticeable role. Until the mid-21st century, MHW characteristics rise independently of the choice of the emission scenario, the influence of which becomes more evident by the end of the period. Further analysis reveals different climate change responses in certain configurations, more likely linked to their driving global climate model rather than to the individual model biases. 2019, The Author(s). Climate change; Climate simulations; Coupled regional climate models; Extreme ocean temperatures; Future scenario; Marine Heatwaves; Med-CORDEX; Mediterranean Sea climate change; climate forcing; climate modeling; computer simulation; future prospect; greenhouse gas; heat wave; marine atmosphere; numerical model; regional climate; Mediterranean Sea  	L-78	SDG14	null	null	1
Q142577	Future evolution of Marine Heatwaves in the Mediterranean Sea Extreme ocean warming events, known as marine heatwaves (MHWs), have been observed to perturb significantly marine ecosystems and fisheries around the world. Here, we propose a detection method for long-lasting and large-scale summer MHWs, using a local, climatological 99th percentile threshold, based on present-climate (1976–2005) daily SST. To assess their future evolution in the Mediterranean Sea we use, for the first time, a dedicated ensemble of fully-coupled Regional Climate System Models from the Med-CORDEX initiative and a multi-scenario approach. The models appear to simulate well MHW properties during historical period, despite biases in mean and extreme SST. In response to increasing greenhouse gas forcing, the events become stronger and more intense under RCP4.5 and RCP8.5 than RCP2.6. By 2100 and under RCP8.5, simulations project at least one long-lasting MHW every year, up to three months longer, about 4 times more intense and 42 times more severe than present-day events. They are expected to occur from June-October and to affect at peak the entire basin. Their evolution is found to occur mainly due to an increase in the mean SST, but increased daily SST variability also plays a noticeable role. Until the mid-21st century, MHW characteristics rise independently of the choice of the emission scenario, the influence of which becomes more evident by the end of the period. Further analysis reveals different climate change responses in certain configurations, more likely linked to their driving global climate model rather than to the individual model biases. 2019, The Author(s). Climate change; Climate simulations; Coupled regional climate models; Extreme ocean temperatures; Future scenario; Marine Heatwaves; Med-CORDEX; Mediterranean Sea climate change; climate forcing; climate modeling; computer simulation; future prospect; greenhouse gas; heat wave; marine atmosphere; numerical model; regional climate; Mediterranean Sea  	L-86	SDG14	null	null	1
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-23	SDG13	null	null	1
Q09hal01995271	Rural areas: between dependence and autonomy of metropolises - The case of the Vosges du Nord NRP In the framework of the Clim'Ability (2016-2019) research, which aims to support companies in taking into account climate change on the scale of the Upper Rhine, case studies have been conducted. Their objective was to refine knowledge on companies' capacities to adapt to climate change in order to determine how the territory can influence awareness and action (the territory as a geographical entity knowledge of specific hazards due to local characteristics, but also the territory as an institutional structure and space of appropriation) (Rudolf, 2012; Gobert et al., 2017). One of these field studies was particularly interested in the Vosges du Nord Regional Nature Park and the wood-forest sector (Brailly, 2012). As a rural territory characterized by its status, its charter and its landscapes, the NRP is partly subject to external influences such as the metropolis of Strasbourg (especially in terms of mobility of inhabitants) and the structuring of economic markets, including that of wood. It also presents a certain number of its own endogenous forces, material assets (natural resources in particular) and immaterial assets (skills present on the territory, partly linked to the industrial past and present companies. This article sets out to determine which entities are active in the territory and how they can structure the future of the territory, focusing on the efforts made in a particular sector of activity, that of the exploitation of the forest and of the material that is wood. Sector , Wood , Circular economy , Metropolises , etc.  	L-60	SDG13	null	null	1
